,OBJECTID,Feature Type,Feature Subtype,Feature Name,Administrative Unit Code,Administrative State,GIS_ACRES,QC Reviewer Name,QC Review Date,QC Delete Feature Flag,QC Comments,Data Source,Original Feature Type from State Data,DESCRIPTION,WEB_LINK,PHOTO_LINK,created_user,created_date,last_edited_user,last_edited_date,UNIT_NAME,SOURCE,WEB_DISPLAY,PHOTO_THUMB,GlobalID,Original_GlobalID,Shape__Area,Shape__Length
0,6202,4,SRMA,North Forks,COS05400,CO,364.92529498,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,6d89ddcf-82d0-4e21-a0d3-afacc12f61cc,{13AE241C-62A1-4853-BF0E-4EFC31A0C2B2},0.0001530258136881,0.0547100231318084
1,6216,5,Natural Area/Endangered Area,Gunnison Gorge Wilderness,COS05400,CO,17823.46057101,,,,,,,,,,ILMOCDBO,12/5/2016 11:19:23 PM,ILMOCDBO,12/5/2016 11:19:23 PM,,,YES,,6eadb11c-aea1-4c95-9cd9-1e1e7dd81142,{F0884031-50EF-4D2B-A673-CF7BCC806E43},0.0074661719386313,0.903036487310421
2,9123,1,Campground,Red Cliffs Recreation Area,UTC03100,UT,872.88066027,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,ecb69198-f656-4db4-b636-038e43e2b5b9,{923E7264-C660-4A69-AC54-B42BE84A6AFF},0.0003585075846785,0.0902846831886442
3,9136,3,OHV Designated Area,Sand Mountain Open OHV Area,UTC03000,UT,21759.71419298,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,71334ee8-d2d5-4d9c-8cb8-80320d7e03af,{870979F8-3452-4A49-8343-5353C5869E2C},0.0089185826432185,0.726606956967818
4,9145,4,SRMA,Red Cliffs SRMA,UTC03100,UT,61250.58770597,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,9e5436b3-ee4f-4136-83f0-12544e8c8156,{3CDEE200-66BA-4997-90C3-BAFAFF31BE6F},0.0251504873053818,2.30051620321649
5,9147,4,SRMA,Deep Creek,UTC03000,UT,11589.75483902,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,d5065700-ac5d-4c78-8d56-f2aa4110f454,{AD81E902-0A16-4615-8532-AB983E02E074},0.0047740454097038,0.727304858597221
6,9168,4,SRMA,LaVerkin Creek,UTC03000,UT,21984.43164781,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,3cf1a795-ed1b-4568-91d3-c2dd677e37d7,{A942F3B7-4915-4210-BBBE-26C5A37111D4},0.0090446567342041,0.838399544769967
7,9176,5,Natural Area/Endangered Area,Joshua Tree National Natural Landmark,UTC03000,UT,1048.21306375,,,,,,,"Designated on October 1966, Natural Landmark status was given to this area because of the Mojave Desert Joshua Tree vegetation association. The most dominant and dramatic of the plants in this association is the Joshua Tree (Yucca breviflora).",http://www.blm.gov/ut/st/en/fo/st__george/blm_special_areas.html,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,c0bc3798-80cd-4dcd-8fc4-831b9453cae2,{04D906AC-848B-4A38-93C7-C996F1B23E6C},0.0004292817725399,0.104673429964422
8,9179,4,SRMA,Three Peaks,UTC01000,UT,6633.07383948,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,0131d59f-aa0f-4c7d-af9d-022846c47f16,{070CD811-A946-4A6B-B61A-EDC8D0D6C7DA},0.0027448103883216,0.275802515991958
9,9219,4,SRMA,Sand Mountain,UTC03000,UT,41053.65693259,,,,,,,,,,ILMOCDBO,6/1/2018 9:09:07 PM,ILMOCDBO,6/1/2018 9:09:07 PM,,,YES,,d9396b5d-2788-4e79-b876-635488c8e736,{8740AD17-2D43-4E75-8497-CC56CF27D7AE},0.01682607832754,1.2342915773178
