,NTD ID,Agency,Organization Type,Mode,Type of Service,Rail (True/False),Primary UZA UACE Code,Primary UZA Name,Primary UZA Sq Miles,Primary UZA Population,Service Area Sq Miles,Service Area Population,Year,Month,Vehicles,Vehicle Revenue Miles,Vehicle Revenue Hours,Unlinked Passenger Trips,Collisions with Motor Vehicle,Collisions with Person,Collisions with Fixed Object,Collisions with Rail Vehicle,Collisions with Bus Vehicle,Collisions with Other,Total Collisions,Total Derailments,Total Fires,Total Security Events,Total Events Not Otherwise Classified,Total Events,Passenger Fatalities,People Waiting or Leaving Fatalities,Operator Fatalities,Other Employee Fatalities,Total Employee Fatalities,Other Worker Fatalities,Bicyclist Fatalities,Pedestrian in Crosswalk Fatalities,Pedestrian Not in Crosswalk Fatalities,Pedestrian Crossing Tracks Fatalities,Pedestrian Walking Along Tracks Fatalities,Other Vehicle Occupant Fatalities,Other Fatalities,Trespasser Fatalities,Suicide Fatalities,Total Other Fatalities,Total Fatalities,Passenger Injuries,People Waiting or Leaving Injuries,Operator Injuries,Other Employee Injuries,Total Employee Injuries,Other Worker Injuries,Bicyclist Injuries,Pedestrian in Crosswalk Injuries,Pedestrian Not in Crosswalk Injuries,Pedestrian Crossing Tracks Injuries,Pedestrian Walking Along Tracks Injuries,Other Vehicle Occupant Injuries,Other Injuries,Trespasser Injuries,Suicide Injuries,Total Other Injuries,Total Injuries,Non-Major Physical Assaults on Operators,Non-Major Non-Physical Assaults on Operators,Non-Major Physical Assaults on Other Transit Workers,Non-Major Non-Physical Assaults on Other Transit Workers,Major Physical Assaults on Operators,Major Non-Physical Assaults on Operators,Major Physical Assaults on Other Transit Workers,Major Non-Physical Assaults on Other Transit Workers,Total Assaults on Transit Workers
0,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,1,5232,29283817,1611532,208881579,0,8,0,0,0,0,8,0,80,3,290,381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,19,261,0,1,1,1,0,0,0,0,0,0,17,0,2,19,301,,,,,,,,,
1,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,2,5232,26107871,1433313,208031559,0,10,0,0,0,0,10,0,128,11,217,366,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,5,13,189,0,4,4,4,0,0,0,2,0,0,20,0,3,25,235,,,,,,,,,
2,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,3,5232,28794437,1580232,241233382,0,10,0,0,0,0,10,0,99,12,225,346,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,6,6,16,203,1,2,3,2,0,0,0,0,0,0,19,0,3,22,246,,,,,,,,,
3,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,4,5232,28766609,1580161,236085162,0,3,0,0,0,0,3,0,78,17,179,277,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,7,16,153,0,1,1,0,0,0,0,0,0,0,23,0,1,24,194,,,,,,,,,
4,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,5,5232,28672570,1571508,245580889,0,3,0,0,0,0,3,1,76,15,219,314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,5,49,182,2,4,6,1,0,0,0,0,0,0,29,0,2,31,269,,,,,,,,,
5,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,6,5232,28610078,1569708,230419298,0,5,0,0,0,0,5,0,76,24,180,285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,12,173,3,4,7,2,0,0,0,0,0,0,16,0,0,16,210,,,,,,,,,
6,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,7,5234,29636014,1629143,227765753,0,3,0,0,0,0,3,0,59,17,196,275,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,6,7,10,181,0,6,6,0,0,0,0,0,0,0,15,0,2,17,214,,,,,,,,,
7,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,8,5234,29292867,1607037,231934761,0,4,0,0,0,0,4,0,83,13,181,281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,6,166,1,3,4,0,0,0,0,0,0,0,19,0,3,22,198,,,,,,,,,
8,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,9,5238,28556701,1567538,237149822,0,3,0,0,0,0,3,0,72,14,204,293,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,5,14,172,2,5,7,0,0,0,0,0,0,0,24,0,1,25,218,,,,,,,,,
9,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,10,5238,29876489,1640840,248832397,0,8,1,0,0,0,9,0,72,12,200,293,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,5,7,10,179,1,6,7,0,0,0,0,0,0,0,22,0,0,22,218,,,,,,,,,
10,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,11,5238,27582756,1505971,216996558,0,7,0,0,0,0,7,0,80,14,218,319,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,201,2,1,3,1,0,0,0,0,0,0,15,0,2,17,235,,,,,,,,,
11,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",HR,DO,True,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,12,5238,29925921,1640605,228848992,0,5,0,0,0,0,5,0,50,20,245,320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,237,1,2,3,2,0,0,0,0,0,0,14,0,1,15,266,,,,,,,,,
12,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,1,454,751343,45500,1046848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,2,454,668875,40555,978519,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
14,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,3,454,752904,45611,1155922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
15,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,4,450,771557,46638,1156910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
16,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,5,450,749425,45373,1139914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
17,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,6,450,734100,44408,1119468,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,,,,,,,,,
18,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,7,450,775850,46920,1135467,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,,,,,,,,
19,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,8,450,759096,45962,1053340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
20,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,9,450,764064,46040,1129367,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,
21,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,10,455,825019,49640,1223808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
22,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,11,455,708808,42810,977460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",CB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,12,455,771386,46471,1065101,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
24,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,1,74,137985,22848,1583806,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,2,74,126869,20957,1463230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
26,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,3,74,147388,24321,1715767,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,,,,,,,,
27,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,4,74,145269,24060,1723854,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,
28,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,5,74,142217,23458,1754381,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,
29,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,6,74,138704,22928,1704565,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,3,,,,,,,,,
30,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,7,74,156775,25912,1605563,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,,,,,,,,,
31,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,8,74,150673,24886,1548029,1,1,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,3,7,,,,,,,,,
32,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,9,74,150848,24932,1726255,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,,,,,,,,,
33,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,10,74,157328,26074,1878652,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,
34,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,11,74,140186,23082,1604834,1,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,
35,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",RB,DO,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,12,74,141958,23502,1644380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
36,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,1,1579,3704416,317934,474836,9,2,0,0,0,0,11,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,1,2,0,0,6,1,0,0,10,19,,,,,,,,,
37,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,2,1622,3447869,301125,443400,9,3,0,0,0,0,12,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,2,1,0,0,11,0,0,0,14,23,,,,,,,,,
38,20008,MTA New York City Transit,"Unit of a Transit Agency, Reporting Separately",DR,PT,False,63217,"New York--Jersey City--Newark, NY--NJ",3248.12,19426449,321,8491079,2014,3,1602,4319625,355611,564237,13,1,1,0,0,0,15,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,0,6,0,0,0,1,0,0,11,1,0,0,13,28,,,,,,,,,
